similarity,item_num_1,item_name_1,item_num_2,item_name_2
0.06955954,86,STEAM,1,STOOL
0.15645607,87,HOOK,1,STOOL
0.16648562,88,DOG,1,STOOL
0.22471581,89,TILE,1,STOOL
0.17976967,90,SLUG,1,STOOL
0.1772773,91,MOP,1,STOOL
0.102533385,92,TRIBE,1,STOOL
0.15651871,93,MEAT,1,STOOL
0.26264775,94,SWORD,1,STOOL
0.11528872,95,MUD,1,STOOL
0.20256418,96,PIN,1,STOOL
0.113012634,97,POLE,1,STOOL
0.003056936,98,WING,1,STOOL
0.057911146,99,FLAME,1,STOOL
0.138271,100,RUST,1,STOOL
0.30499414,101,HOOF,1,STOOL
0.24901801,102,SPOOL,1,STOOL
0.14000207,103,SLOPE,1,STOOL
0.23047084,104,CUBE,1,STOOL
0.31743136,105,RUG,1,STOOL
0.07416217,106,MAZE,1,STOOL
0.1552422,107,GATE,1,STOOL
0.15715587,108,ARK,1,STOOL
0.12045817,109,SQUARE,1,STOOL
0.05574714,110,TOAST,1,STOOL
0.092539616,111,SPACE,1,STOOL
0.17204109,112,HILL,1,STOOL
0.06491682,113,SAIL,1,STOOL
0.07663366,114,ROOT,1,STOOL
0.076284416,115,STORE,1,STOOL
0.24223211,116,TEETH,1,STOOL
0.29796365,117,HAT,1,STOOL
0.30725092,118,CLOTH,1,STOOL
0.15396805,119,GREASE,1,STOOL
0.1729638,120,CHALK,1,STOOL
0.061543725,121,DEER,1,STOOL
0.22036974,122,FROG,1,STOOL
0.13141899,123,THREAD,1,STOOL
-0.0076365434,124,WEB,1,STOOL
0.07370962,125,CLAY,1,STOOL
0.19311589,126,SNAKE,1,STOOL
0.25990248,127,MASK,1,STOOL
0.1148027,128,RICE,1,STOOL
0.046888627,129,JUDGE,1,STOOL
0.059052277,130,SMOKE,1,STOOL
0.257718,131,VINE,1,STOOL
0.07353257,132,SKATE,1,STOOL
0.08009793,133,GIFT,1,STOOL
0.0923311,134,YARD,1,STOOL
-0.029883279,135,SMOG,1,STOOL
0.14005873,136,HOUSE,1,STOOL
0.13650167,137,SNAIL,1,STOOL
0.07931399,138,ICE,1,STOOL
0.12800542,139,FLEA,1,STOOL
0.21768993,140,PLATE,1,STOOL
0.08507112,141,YACHT,1,STOOL
0.20562951,142,MUG,1,STOOL
0.22707656,143,SCARF,1,STOOL
0.044843026,144,GLOBE,1,STOOL
0.19339927,145,PORK,1,STOOL
0.10994548,146,STICK,1,STOOL
-0.01931956,147,FLEET,1,STOOL
0.2997509,148,BROOM,1,STOOL
-0.009611542,149,TOWN,1,STOOL
0.12446552,150,BRUSH,1,STOOL
-0.007443376,151,PARK,1,STOOL
0.0753638,152,RAFT,1,STOOL
0.23800191,153,BAR,1,STOOL
0.27409676,154,VASE,1,STOOL
0.19032983,155,GRILL,1,STOOL
0.14187641,156,DIME,1,STOOL
0.12568675,157,QUAIL,1,STOOL
0.13194641,158,BIRD,1,STOOL
0.08131605,159,SLIDE,1,STOOL
0.111524194,160,BEEF,1,STOOL
0.10225758,161,SHELL,1,STOOL
0.09742853,162,WEED,1,STOOL
0.24005887,163,HUT,1,STOOL
-0.03352707,164,STAR,1,STOOL
0.1951589,165,PURSE,1,STOOL
0.05266256,166,BANK,1,STOOL
0.109828174,167,NET,1,STOOL
0.06592598,168,MAP,1,STOOL
0.17523764,169,ROCK,1,STOOL
0.09271532,170,CROWN,1,STOOL
0.08407591,171,INN,1,STOOL
0.18556315,172,LEAF,1,STOOL
0.09166624,173,PRINCE,1,STOOL
0.09071271,174,FOX,1,STOOL
0.15681604,175,COIN,1,STOOL
0.38638306,176,CHIN,1,STOOL
0.13257454,177,WRIST,1,STOOL
-0.039419103,178,FILM,1,STOOL
0.21021916,179,SNACK,1,STOOL
0.19289131,180,TOAD,1,STOOL
0.14681521,181,OWL,1,STOOL
0.30889982,182,JAR,1,STOOL
0.32277346,183,PAIL,1,STOOL
0.22498967,184,STONE,1,STOOL
0.10484261,185,SLIME,1,STOOL
0.08374821,186,GIRL,1,STOOL
0.1630449,187,FENCE,1,STOOL
-0.029878128,188,SLUSH,1,STOOL
-0.005282674,189,TROUT,1,STOOL
0.16543724,190,SLEEVE,1,STOOL
0.10408625,191,FRIEND,1,STOOL
0.15609895,192,EEL,1,STOOL
0.090441056,193,BOY,1,STOOL
0.15328392,194,TRASH,1,STOOL
0.024808185,195,CHIEF,1,STOOL
0.19146487,196,BATH,1,STOOL
0.027971353,197,SEA,1,STOOL
0.105476744,198,SKUNK,1,STOOL
0.29644138,199,PERCH,1,STOOL
0.09297745,200,INK,1,STOOL
0.14726587,201,NEST,1,STOOL
0.28163072,202,BENCH,1,STOOL
0.28080702,203,SOCK,1,STOOL
0.15010716,204,BAND,1,STOOL
0.25986317,205,SPONGE,1,STOOL
0.05952387,206,GOAL,1,STOOL
0.03901878,207,MARSH,1,STOOL
0.11377588,208,DUST,1,STOOL
0.093305275,209,MOON,1,STOOL
0.01779595,210,MAIL,1,STOOL
-0.05637023,211,SPRING,1,STOOL
0.14051284,212,BOOT,1,STOOL
0.13503766,213,CONE,1,STOOL
0.084779315,214,TOY,1,STOOL
0.075336844,215,SHIP,1,STOOL
0.19299036,216,BEAK,1,STOOL
0.24309048,217,BAG,1,STOOL
0.2012381,218,WHEEL,1,STOOL
0.27433404,219,MOUTH,1,STOOL
-0.0036671162,220,STORM,1,STOOL
0.12801726,221,THIEF,1,STOOL
0.21752432,222,DART,1,STOOL
0.09831578,223,HOUND,1,STOOL
0.17832361,224,LAWN,1,STOOL
0.077090815,225,CAVE,1,STOOL
0.015525593,226,SPARK,1,STOOL
0.09437663,227,YARN,1,STOOL
-0.0153226685,228,PLANT,1,STOOL
0.20535588,229,HOOD,1,STOOL
0.10347418,230,PET,1,STOOL
0.16409828,231,NAIL,1,STOOL
0.23378193,232,SPEAR,1,STOOL
0.19029272,233,HOSE,1,STOOL
0.2813881,234,OAR,1,STOOL
0.19037881,235,TREE,1,STOOL
0.11415793,236,CARD,1,STOOL
0.01900661,237,CROSS,1,STOOL
0.05923814,238,SEED,1,STOOL
0.054580692,239,HAZE,1,STOOL
0.11989829,240,STREET,1,STOOL
0.11109886,241,BUSH,1,STOOL
0.07189317,242,WAVE,1,STOOL
0.055200428,243,SWAMP,1,STOOL
0.12405303,244,CLOWN,1,STOOL
0.080020055,245,SINK,1,STOOL
0.085635416,246,BUG,1,STOOL
0.026322523,247,CASH,1,STOOL
0.2831599,248,OX,1,STOOL
0.0834126,249,HOLE,1,STOOL
0.120483235,250,CLOCK,1,STOOL
0.14203689,251,ARCH,1,STOOL
0.28450537,252,TWIG,1,STOOL
0.09132157,253,BOARD,1,STOOL
0.09762876,254,RAKE,1,STOOL
0.3051725,255,ROPE,1,STOOL
0.15693341,256,BREAD,1,STOOL
0.12927616,257,GRASS,1,STOOL
0.14514008,258,BEAN,1,STOOL
0.1421676,259,THUMB,1,STOOL
0.1721088,260,CAT,1,STOOL
0.10300056,261,QUEEN,1,STOOL
0.32749674,262,CANE,1,STOOL
0.080309525,263,WOLF,1,STOOL
0.12737486,264,TOOL,1,STOOL
0.06953028,265,GUARD,1,STOOL
0.08577858,266,FUR,1,STOOL
0.14714748,267,TAIL,1,STOOL
0.1866175,268,PLAID,1,STOOL
0.1373747,269,CLAM,1,STOOL
0.26287755,270,SEAT,1,STOOL
0.10378708,271,TART,1,STOOL
0.09843773,272,BLUSH,1,STOOL
-0.015404314,273,BLOOM,1,STOOL
0.14495316,274,PIPE,1,STOOL
0.15200065,275,CHILD,1,STOOL
0.12299284,276,HEART,1,STOOL
0.05072405,277,FAN,1,STOOL
0.15774044,278,FRAME,1,STOOL
0.06615229,279,COD,1,STOOL
0.072087385,280,BOOK,1,STOOL
0.024011027,281,SEAL,1,STOOL
0.18316227,282,CHEEK,1,STOOL
0.27530003,283,CAGE,1,STOOL
0.14295179,284,MOUSE,1,STOOL
0.09641208,285,VAULT,1,STOOL
0.14343031,286,PEA,1,STOOL
0.062371895,287,TANK,1,STOOL
0.05101734,288,RAIL,1,STOOL
0.14741728,289,BAT,1,STOOL
0.2248239,290,LAMP,1,STOOL
0.06471869,291,LOCK,1,STOOL
0.27179137,292,TOOTH,1,STOOL
0.14513953,293,BOX,1,STOOL
0.19698544,294,APE,1,STOOL
0.11720855,295,POOL,1,STOOL
0.1176175,296,WIFE,1,STOOL
0.07068676,297,SUIT,1,STOOL
0.11816408,298,LIP,1,STOOL
0.09105517,299,SIGN,1,STOOL
0.118006274,300,FACE,1,STOOL
0.11633523,301,PEARL,1,STOOL
0.19156185,302,HORN,1,STOOL
0.22892636,303,CAPE,1,STOOL
0.17428532,304,LUNCH,1,STOOL
0.05041793,305,CHURCH,1,STOOL
0.24382836,306,EGG,1,STOOL
0.1763107,307,FOAM,1,STOOL
0.03372322,308,SCHOOL,1,STOOL
0.080652475,309,STRING,1,STOOL
0.11804646,310,RAT,1,STOOL
0.024583325,311,SKI,1,STOOL
0.19275066,312,WOOD,1,STOOL
0.28590035,1,STOOL,2,THRONE
1.0,2,THRONE,2,THRONE
0.035763137,3,SKY,2,THRONE
0.18116239,4,SPOUSE,2,THRONE
0.038389277,5,CRANE,2,THRONE
0.12388832,6,SHIELD,2,THRONE
0.05254439,7,DRINK,2,THRONE
-0.036749005,8,FOOD,2,THRONE
-0.0009555612,9,ZOO,2,THRONE
0.03281793,10,JAIL,2,THRONE
0.048249386,11,LOFT,2,THRONE
0.03783292,12,BARN,2,THRONE
0.037732005,13,BOMB,2,THRONE
0.11593299,14,GLOVE,2,THRONE
0.18109235,15,LACE,2,THRONE
0.09763501,16,BOWL,2,THRONE
0.24547744,17,SPHINX,2,THRONE
0.043106325,18,PASTE,2,THRONE
0.11396958,19,GOLD,2,THRONE
0.02937144,20,LINT,2,THRONE
0.029459659,21,ROD,2,THRONE
0.058401898,22,RIB,2,THRONE
0.09235403,23,PIT,2,THRONE
0.15250424,24,STAIR,2,THRONE
0.10849317,25,GROUND,2,THRONE
0.10821187,26,FLASK,2,THRONE
0.14362851,27,SCOTCH,2,THRONE
0.044633072,28,STEM,2,THRONE
0.054648306,29,HEDGE,2,THRONE
0.058726758,30,GEESE,2,THRONE
0.06883032,31,BADGE,2,THRONE
0.031525142,32,WASP,2,THRONE
0.07599049,33,DOCK,2,THRONE
0.115763456,34,CUP,2,THRONE
0.13190298,35,WAND,2,THRONE
0.14109533,36,TRAY,2,THRONE
0.050595988,37,DITCH,2,THRONE
0.015858013,38,MOLE,2,THRONE
0.10353178,39,TRENCH,2,THRONE
0.07183531,40,PALM,2,THRONE
0.060688786,41,KITE,2,THRONE
0.08734461,42,TENT,2,THRONE
0.043938763,43,ROAD,2,THRONE
0.17995572,44,MAT,2,THRONE
0.11215055,45,JET,2,THRONE
0.16212943,46,ELF,2,THRONE
0.09285013,47,SUN,2,THRONE
0.1204697,48,BROOK,2,THRONE
-0.019780831,49,STEAK,2,THRONE
0.11964245,50,BEAST,2,THRONE
0.23466279,51,FORT,2,THRONE
0.12565255,52,WORLD,2,THRONE
0.0659577,53,LODGE,2,THRONE
0.07460194,54,MULE,2,THRONE
0.091643184,55,FLAG,2,THRONE
0.08269954,56,CORD,2,THRONE
0.033044405,57,CHEST,2,THRONE
0.05532229,58,FARM,2,THRONE
0.11414566,59,SHOE,2,THRONE
0.061794117,60,BRICK,2,THRONE
0.05388559,61,WORM,2,THRONE
0.101967365,62,BLADE,2,THRONE
0.032945976,63,BRIDGE,2,THRONE
0.17278504,64,LAND,2,THRONE
0.050555848,65,SMILE,2,THRONE
0.078983136,66,CART,2,THRONE
0.17097953,67,CRIB,2,THRONE
0.005148016,68,SALT,2,THRONE
-0.03761972,69,SHEET,2,THRONE
0.11772071,70,YOLK,2,THRONE
0.094885394,71,MOOSE,2,THRONE
0.09785266,72,SOUP,2,THRONE
0.041902013,73,FRUIT,2,THRONE
0.10718425,74,STAKE,2,THRONE
0.046325788,75,POND,2,THRONE
0.061361246,76,SOAP,2,THRONE
0.02318291,77,KEY,2,THRONE
0.017745247,78,COOK,2,THRONE
0.024529785,79,BRANCH,2,THRONE
0.07818193,80,VEST,2,THRONE
0.06632305,81,GLASS,2,THRONE
-0.00033187773,82,SHARK,2,THRONE
0.1347732,83,CLIFF,2,THRONE
0.09081649,84,TIE,2,THRONE
0.06746447,85,STRAW,2,THRONE
0.1728999,86,STEAM,2,THRONE
0.095035516,87,HOOK,2,THRONE
0.06654617,88,DOG,2,THRONE
0.018704623,89,TILE,2,THRONE
0.09022028,90,SLUG,2,THRONE
0.060899854,91,MOP,2,THRONE
0.19397013,92,TRIBE,2,THRONE
0.0148497205,93,MEAT,2,THRONE
0.29228562,94,SWORD,2,THRONE
0.080098785,95,MUD,2,THRONE
0.030474486,96,PIN,2,THRONE
0.17340636,97,POLE,2,THRONE
0.04814981,98,WING,2,THRONE
0.13598266,99,FLAME,2,THRONE
0.10868473,100,RUST,2,THRONE
0.10065904,101,HOOF,2,THRONE
0.11149656,102,SPOOL,2,THRONE
0.088183194,103,SLOPE,2,THRONE
0.06764823,104,CUBE,2,THRONE
0.11144743,105,RUG,2,THRONE
0.053236987,106,MAZE,2,THRONE
0.063807815,107,GATE,2,THRONE
0.23627812,108,ARK,2,THRONE
0.08473006,109,SQUARE,2,THRONE
0.12819616,110,TOAST,2,THRONE
0.017382327,111,SPACE,2,THRONE
0.1677305,112,HILL,2,THRONE
0.13612342,113,SAIL,2,THRONE
0.10766871,114,ROOT,2,THRONE
0.0004543066,115,STORE,2,THRONE
0.14718893,116,TEETH,2,THRONE
0.16870001,117,HAT,2,THRONE
0.101391636,118,CLOTH,2,THRONE
0.024832968,119,GREASE,2,THRONE
0.07292193,120,CHALK,2,THRONE
-0.0003365148,121,DEER,2,THRONE
0.10790254,122,FROG,2,THRONE
0.02005321,123,THREAD,2,THRONE
-0.017970126,124,WEB,2,THRONE
0.04359713,125,CLAY,2,THRONE
0.091070846,126,SNAKE,2,THRONE
0.11927639,127,MASK,2,THRONE
0.05559634,128,RICE,2,THRONE
0.08709,129,JUDGE,2,THRONE
0.08258176,130,SMOKE,2,THRONE
0.101762205,131,VINE,2,THRONE
0.06923391,132,SKATE,2,THRONE
0.14892049,133,GIFT,2,THRONE
0.04385303,134,YARD,2,THRONE
0.057916056,135,SMOG,2,THRONE
0.14840302,136,HOUSE,2,THRONE
0.07099576,137,SNAIL,2,THRONE
0.08676969,138,ICE,2,THRONE
-0.037330944,139,FLEA,2,THRONE
0.09909715,140,PLATE,2,THRONE
0.13099581,141,YACHT,2,THRONE
0.10323182,142,MUG,2,THRONE
0.13302128,143,SCARF,2,THRONE
0.026157249,144,GLOBE,2,THRONE
0.032029282,145,PORK,2,THRONE
0.04492283,146,STICK,2,THRONE
0.060229927,147,FLEET,2,THRONE
0.21061823,148,BROOM,2,THRONE
-0.00034978986,149,TOWN,2,THRONE
0.05693387,150,BRUSH,2,THRONE
0.015644092,151,PARK,2,THRONE
0.0867762,152,RAFT,2,THRONE
-0.0114705,153,BAR,2,THRONE
0.21159834,154,VASE,2,THRONE
0.101800695,155,GRILL,2,THRONE
0.069028705,156,DIME,2,THRONE
0.041359432,157,QUAIL,2,THRONE
0.004154552,158,BIRD,2,THRONE
0.046687648,159,SLIDE,2,THRONE
0.027920695,160,BEEF,2,THRONE
0.016779913,161,SHELL,2,THRONE
0.05404929,162,WEED,2,THRONE
0.14345704,163,HUT,2,THRONE
0.15539627,164,STAR,2,THRONE
0.12379894,165,PURSE,2,THRONE
0.025962442,166,BANK,2,THRONE
0.018128734,167,NET,2,THRONE
0.05732905,168,MAP,2,THRONE
0.062916696,169,ROCK,2,THRONE
0.4309179,170,CROWN,2,THRONE
0.13351032,171,INN,2,THRONE
0.12452228,172,LEAF,2,THRONE
0.58174396,173,PRINCE,2,THRONE
0.11369187,174,FOX,2,THRONE
0.12759843,175,COIN,2,THRONE
0.21863194,176,CHIN,2,THRONE
0.08072624,177,WRIST,2,THRONE
0.05423009,178,FILM,2,THRONE
0.041614573,179,SNACK,2,THRONE
0.110786445,180,TOAD,2,THRONE
0.07384969,181,OWL,2,THRONE
0.095811754,182,JAR,2,THRONE
0.15345694,183,PAIL,2,THRONE
0.16307943,184,STONE,2,THRONE
0.08424706,185,SLIME,2,THRONE
0.12661184,186,GIRL,2,THRONE
0.07369802,187,FENCE,2,THRONE
0.012053803,188,SLUSH,2,THRONE
-0.01860364,189,TROUT,2,THRONE
0.07182972,190,SLEEVE,2,THRONE
0.056668572,191,FRIEND,2,THRONE
0.055695515,192,EEL,2,THRONE
0.12975352,193,BOY,2,THRONE
0.041711457,194,TRASH,2,THRONE
0.050289623,195,CHIEF,2,THRONE
0.12211156,196,BATH,2,THRONE
0.10839047,197,SEA,2,THRONE
0.061271735,198,SKUNK,2,THRONE
0.26991212,199,PERCH,2,THRONE
0.07228297,200,INK,2,THRONE
0.18788968,201,NEST,2,THRONE
0.14126776,202,BENCH,2,THRONE
0.028454663,203,SOCK,2,THRONE
0.04607989,204,BAND,2,THRONE
0.10370965,205,SPONGE,2,THRONE
0.032927904,206,GOAL,2,THRONE
0.039237447,207,MARSH,2,THRONE
0.14212899,208,DUST,2,THRONE
0.14044903,209,MOON,2,THRONE
0.017542362,210,MAIL,2,THRONE
0.06144204,211,SPRING,2,THRONE
0.085390314,212,BOOT,2,THRONE
0.015070915,213,CONE,2,THRONE
0.115322545,214,TOY,2,THRONE
0.1425232,215,SHIP,2,THRONE
0.07824052,216,BEAK,2,THRONE
0.06917292,217,BAG,2,THRONE
0.1313706,218,WHEEL,2,THRONE
0.13672239,219,MOUTH,2,THRONE
0.08623689,220,STORM,2,THRONE
0.07640944,221,THIEF,2,THRONE
0.04155216,222,DART,2,THRONE
0.14928389,223,HOUND,2,THRONE
0.1051579,224,LAWN,2,THRONE
0.119279176,225,CAVE,2,THRONE
0.038825504,226,SPARK,2,THRONE
-0.053191476,227,YARN,2,THRONE
0.02389911,228,PLANT,2,THRONE
0.16360411,229,HOOD,2,THRONE
-0.004491754,230,PET,2,THRONE
0.069658056,231,NAIL,2,THRONE
0.15225497,232,SPEAR,2,THRONE
0.0886275,233,HOSE,2,THRONE
0.16708753,234,OAR,2,THRONE
0.13051943,235,TREE,2,THRONE
0.039373882,236,CARD,2,THRONE
0.025761902,237,CROSS,2,THRONE
0.093918234,238,SEED,2,THRONE
0.07901852,239,HAZE,2,THRONE
0.071701795,240,STREET,2,THRONE
0.045829844,241,BUSH,2,THRONE
0.058173083,242,WAVE,2,THRONE
0.1150006,243,SWAMP,2,THRONE
0.060830925,244,CLOWN,2,THRONE
0.025055785,245,SINK,2,THRONE
0.032128297,246,BUG,2,THRONE
-0.012183096,247,CASH,2,THRONE
0.15260047,248,OX,2,THRONE
0.009602549,249,HOLE,2,THRONE
0.0234662,250,CLOCK,2,THRONE
0.17784841,251,ARCH,2,THRONE
0.17129838,252,TWIG,2,THRONE
0.017816799,253,BOARD,2,THRONE
0.09923576,254,RAKE,2,THRONE
0.08342315,255,ROPE,2,THRONE
0.06640172,256,BREAD,2,THRONE
0.060871556,257,GRASS,2,THRONE
-0.04421345,258,BEAN,2,THRONE
0.11668009,259,THUMB,2,THRONE
0.056442767,260,CAT,2,THRONE
0.45448625,261,QUEEN,2,THRONE
0.07498033,262,CANE,2,THRONE
0.13046873,263,WOLF,2,THRONE
-0.021097494,264,TOOL,2,THRONE
0.07441856,265,GUARD,2,THRONE
0.07729068,266,FUR,2,THRONE
0.09183955,267,TAIL,2,THRONE
0.13787577,268,PLAID,2,THRONE
0.0015838258,269,CLAM,2,THRONE
0.2415573,270,SEAT,2,THRONE
0.11415194,271,TART,2,THRONE
0.19307679,272,BLUSH,2,THRONE
0.10140528,273,BLOOM,2,THRONE
0.11287235,274,PIPE,2,THRONE
0.1510033,275,CHILD,2,THRONE
0.118410766,276,HEART,2,THRONE
0.08175865,277,FAN,2,THRONE
0.120904766,278,FRAME,2,THRONE
0.07577105,279,COD,2,THRONE
0.06302807,280,BOOK,2,THRONE
0.13646558,281,SEAL,2,THRONE
0.051118158,282,CHEEK,2,THRONE
0.08209194,283,CAGE,2,THRONE
0.10767453,284,MOUSE,2,THRONE
0.12093732,285,VAULT,2,THRONE
0.059979696,286,PEA,2,THRONE
0.06457825,287,TANK,2,THRONE
0.06940618,288,RAIL,2,THRONE
0.05230464,289,BAT,2,THRONE
0.14572573,290,LAMP,2,THRONE
0.06892864,291,LOCK,2,THRONE
0.17173924,292,TOOTH,2,THRONE
0.08408355,293,BOX,2,THRONE
0.14789723,294,APE,2,THRONE
-0.08149487,295,POOL,2,THRONE
0.1742451,296,WIFE,2,THRONE
0.03882442,297,SUIT,2,THRONE
0.09190879,298,LIP,2,THRONE
0.054401837,299,SIGN,2,THRONE
0.061376296,300,FACE,2,THRONE
0.12759733,301,PEARL,2,THRONE
0.12241869,302,HORN,2,THRONE
0.16443962,303,CAPE,2,THRONE
0.041273396,304,LUNCH,2,THRONE
0.10046163,305,CHURCH,2,THRONE
0.029723197,306,EGG,2,THRONE
0.01276703,307,FOAM,2,THRONE
0.024653284,308,SCHOOL,2,THRONE
0.08129141,309,STRING,2,THRONE
0.06538885,310,RAT,2,THRONE
0.010946155,311,SKI,2,THRONE
0.046507716,312,WOOD,2,THRONE
-0.030812569,1,STOOL,3,SKY
0.035763137,2,THRONE,3,SKY
1.0,3,SKY,3,SKY
-0.023606792,4,SPOUSE,3,SKY
0.15469587,5,CRANE,3,SKY
0.15083908,6,SHIELD,3,SKY
0.061909452,7,DRINK,3,SKY
0.07176112,8,FOOD,3,SKY
0.043858618,9,ZOO,3,SKY
0.049343638,10,JAIL,3,SKY
0.17252557,11,LOFT,3,SKY
0.13838953,12,BARN,3,SKY
0.097129315,13,BOMB,3,SKY
0.15950084,14,GLOVE,3,SKY
0.1440291,15,LACE,3,SKY
0.07500586,16,BOWL,3,SKY
0.15430135,17,SPHINX,3,SKY
0.07366221,18,PASTE,3,SKY
0.18672837,19,GOLD,3,SKY
0.12880209,20,LINT,3,SKY
0.09042069,21,ROD,3,SKY
0.01883313,22,RIB,3,SKY
0.062344752,23,PIT,3,SKY
0.062802404,24,STAIR,3,SKY
0.23171256,25,GROUND,3,SKY
0.08222917,26,FLASK,3,SKY
0.07343492,27,SCOTCH,3,SKY
0.017686334,28,STEM,3,SKY
0.08397363,29,HEDGE,3,SKY
0.21290472,30,GEESE,3,SKY
0.07135463,31,BADGE,3,SKY
0.11280533,32,WASP,3,SKY
0.09771313,33,DOCK,3,SKY
0.011154152,34,CUP,3,SKY
0.16059567,35,WAND,3,SKY
0.062470637,36,TRAY,3,SKY
0.12504663,37,DITCH,3,SKY
0.1151192,38,MOLE,3,SKY
0.13838637,39,TRENCH,3,SKY
0.15146385,40,PALM,3,SKY
0.3434893,41,KITE,3,SKY
0.15938023,42,TENT,3,SKY
0.12881371,43,ROAD,3,SKY
0.08930421,44,MAT,3,SKY
0.25315702,45,JET,3,SKY
0.11645796,46,ELF,3,SKY
0.4462179,47,SUN,3,SKY
0.13786194,48,BROOK,3,SKY
0.14150383,49,STEAK,3,SKY
0.13038625,50,BEAST,3,SKY
0.051640958,51,FORT,3,SKY
0.1681293,52,WORLD,3,SKY
0.058041587,53,LODGE,3,SKY
0.057939824,54,MULE,3,SKY
0.22150126,55,FLAG,3,SKY
0.0015347712,56,CORD,3,SKY
0.1333965,57,CHEST,3,SKY
0.111134864,58,FARM,3,SKY
0.054671012,59,SHOE,3,SKY
0.14543223,60,BRICK,3,SKY
0.06227871,61,WORM,3,SKY
0.076818116,62,BLADE,3,SKY
0.1509643,63,BRIDGE,3,SKY
0.19654916,64,LAND,3,SKY
0.206465,65,SMILE,3,SKY
0.062904224,66,CART,3,SKY
0.06822061,67,CRIB,3,SKY
0.045409806,68,SALT,3,SKY
0.09890389,69,SHEET,3,SKY
0.21736446,70,YOLK,3,SKY
0.06002055,71,MOOSE,3,SKY
0.12434041,72,SOUP,3,SKY
0.13214895,73,FRUIT,3,SKY
0.02413094,74,STAKE,3,SKY
0.23401132,75,POND,3,SKY
-0.0070821345,76,SOAP,3,SKY
0.018686714,77,KEY,3,SKY
0.060109437,78,COOK,3,SKY
0.026286583,79,BRANCH,3,SKY
0.038669154,80,VEST,3,SKY
0.2136892,81,GLASS,3,SKY
0.12570195,82,SHARK,3,SKY
0.27017158,83,CLIFF,3,SKY
0.0047569554,84,TIE,3,SKY
